HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Group,GroupSize,CabinDeck,CabinNum,CabinSide,log_RoomService,log_FoodCourt,log_ShoppingMall,log_Spa,log_VRDeck,Surname,AgeBins,GroupBins,GroupSizeBins,CabinNumBins,log_RoomServiceBins,log_FoodCourtBins,log_ShoppingMallBins,log_SpaBins,log_VRDeckBins
Earth,True,55 Cancri e,25.0,False,True,8365.0,1,G,1363.0,P,0.0,0.0,0.0,0.0,0.0,Bardina,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,2.0,False,False,8366.0,5,G,1364.0,P,0.0,0.0,0.0,0.0,0.0,Burnewman,"(-0.001, 17.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,7.0,False,False,8366.0,5,G,1355.4541150187029,P,0.0,0.0,0.0,0.0,0.0,Burnewman,"(-0.001, 17.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,2.0,False,True,8366.0,5,G,1364.0,P,0.0,0.0,0.0,0.0,0.0,Russon,"(-0.001, 17.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,19.0,False,False,8366.0,5,G,1364.0,P,0.0,0.0,0.0,0.0,6.424869023905388,Burnewman,"(17.0, 42.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,1.0,False,False,8366.0,5,G,1364.0,P,0.0,0.0,0.0,0.0,0.0,Burnewman,"(-0.001, 17.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,4.0,False,True,8368.0,2,G,1365.0,P,0.0,0.0,0.0,0.0,0.0,Dayers,"(-0.001, 17.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,55 Cancri e,49.0,False,True,8368.0,2,F,1721.0,P,5.820082930352362,4.174387269895637,5.934894195619588,0.0,0.0,Dayers,"(42.0, 79.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,True,TRAPPIST-1e,61.0,False,True,8369.0,2,F,1604.0,S,0.0,0.0,0.0,0.0,0.0,Chene,"(42.0, 79.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,57.0,True,True,8369.0,2,E,549.0,S,6.077642243349034,3.1354942159291497,7.269616749608169,1.6094379124341003,0.0,Pette,"(42.0, 79.0]","(7500.0, 9280.0]","(1, 8]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,55 Cancri e,52.0,False,True,8371.0,1,F,1605.0,S,0.0,0.0,6.459904454377535,4.7535901911063645,0.0,Lewinez,"(42.0, 79.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,22.0,False,False,8373.0,1,F,1606.0,S,0.6931471805599453,1.0986122886681098,5.497168225293202,0.0,6.184148890937483,Crosbornes,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Europa,True,55 Cancri e,37.0,False,True,8374.0,1,G,1356.754570005798,S,0.0,0.0,0.0,0.0,0.0,Stubtlarle,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,PSO J318.5-22,15.0,False,True,8375.0,1,G,1356.9171268791847,S,4.174387269895637,0.0,0.0,0.0,6.46302945692067,Valezaley,"(-0.001, 17.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.091]"
Mars,True,TRAPPIST-1e,28.0,False,True,8376.0,1,F,1607.0,S,0.0,0.0,0.0,0.0,0.0,Rapie,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,40.0,False,False,8377.0,1,E,537.0,P,6.871091294610546,2.70805020110221,5.771441123130016,0.6931471805599453,0.0,Meau,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,13.0,False,False,8378.0,1,F,1608.0,S,0.0,0.0,6.226536669287466,7.941295570906532,2.302585092994046,Bellyonsley,"(-0.001, 17.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,24.0,False,False,8379.0,1,F,1609.0,S,6.137727054086234,0.0,0.0,0.0,5.484796933490655,Heney,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,True,PSO J318.5-22,25.0,False,True,8380.0,1,G,1367.0,P,0.0,0.0,0.0,0.0,0.0,Carpentley,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,25.0,False,False,8381.0,1,E,550.0,S,0.0,0.0,0.0,6.670766320845874,1.3862943611198906,Vinozarks,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Europa,False,TRAPPIST-1e,43.0,False,False,8382.0,1,C,277.0,P,0.0,8.891511570527564,0.0,7.919719760924575,7.769800996003896,Leonzaley,"(42.0, 79.0]","(7500.0, 9280.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Earth,True,TRAPPIST-1e,46.0,False,False,8383.0,7,G,1368.0,P,0.0,0.0,0.0,0.0,0.0,Gibbsonton,"(42.0, 79.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,3.0,False,False,8383.0,7,G,1368.0,P,0.0,0.0,0.0,0.0,0.0,Gibbsonton,"(-0.001, 17.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,3.0,False,True,8383.0,7,G,1368.0,P,0.0,0.0,0.0,0.0,0.0,Gibbsonton,"(-0.001, 17.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,3.0,False,True,8383.0,7,G,1368.0,P,0.0,0.0,0.0,0.0,0.0,Gibbsonton,"(-0.001, 17.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,8.0,False,False,8383.0,7,G,1368.0,P,0.0,0.0,0.0,0.0,0.0,Gibbsonton,"(-0.001, 17.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,57.0,False,True,8383.0,7,G,1368.0,P,0.0,6.733401891837359,0.6931471805599453,0.0,1.0986122886681098,Gibbsonton,"(42.0, 79.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,11.0,False,False,8383.0,7,G,1368.0,P,0.0,0.0,0.0,0.0,0.0,Gibbsonton,"(-0.001, 17.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,20.0,False,False,8384.0,1,F,1722.0,P,0.0,0.0,0.0,7.336936913707618,0.0,Contrevins,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,55 Cancri e,27.0,False,False,8386.0,1,G,1369.0,P,0.0,7.157735484249907,0.0,7.721791776817535,0.0,Chavezalez,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,20.0,False,True,8388.0,1,F,1724.0,P,6.661854740545311,0.0,3.5263605246161616,0.0,0.0,Ricks,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,PSO J318.5-22,14.0,False,True,8390.0,1,G,1370.0,P,0.0,0.0,0.0,0.0,0.0,Sextones,"(-0.001, 17.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,PSO J318.5-22,24.0,False,False,8392.0,1,F,1610.0,S,4.465908118654584,6.507277712385012,0.6931471805599453,0.0,0.0,Brightez,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,21.0,False,False,8393.0,1,F,1725.0,P,5.099866427824199,4.990432586778736,4.007333185232471,5.5053315359323625,4.564348191467836,Bookerson,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Europa,False,55 Cancri e,33.0,True,False,8394.0,1,B,276.0,P,2.302585092994046,7.2196420401307355,0.0,8.626585568187433,7.302496423727326,Foller,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Europa,False,TRAPPIST-1e,32.0,False,False,8395.0,1,D,260.0,P,0.0,2.6390573296152584,0.0,7.67275789664251,5.768320995793772,Coniple,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,PSO J318.5-22,22.0,False,True,8397.0,1,G,1371.0,P,1.0986122886681098,4.653960350157523,6.003887067106539,0.0,0.0,Daughessey,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,TRAPPIST-1e,15.0,False,True,8398.0,2,B,329.0,S,0.0,0.0,0.0,0.0,0.0,Stradick,"(-0.001, 17.0]","(7500.0, 9280.0]","(1, 8]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,TRAPPIST-1e,41.0,False,True,8398.0,2,B,329.0,S,0.0,0.0,0.0,0.0,0.0,Stradick,"(17.0, 42.0]","(7500.0, 9280.0]","(1, 8]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,55 Cancri e,31.0,False,True,8401.0,1,C,315.0,S,0.0,0.0,0.0,0.0,0.0,Susent,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,55 Cancri e,35.0,False,True,8403.0,1,C,316.0,S,0.0,0.0,0.0,0.0,0.0,Goortedant,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,48.0,False,True,8404.0,2,G,1346.0,S,0.0,0.0,0.0,0.0,0.0,Hurles,"(42.0, 79.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,15.0,False,True,8404.0,2,G,1346.0,S,0.0,0.0,0.0,0.0,0.0,Hurles,"(-0.001, 17.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,37.0,False,True,8405.0,1,G,1372.0,P,0.0,0.0,6.933423025730715,0.0,0.0,Bairdford,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,21.0,False,False,8406.0,1,D,250.0,S,7.102499355774649,5.19295685089021,6.340359303727752,0.0,6.429719478039138,Merte,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,34.0,False,False,8407.0,1,F,1613.0,S,3.8066624897703196,7.1631723908466425,3.9512437185814275,0.0,2.302585092994046,Hessey,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,True,TRAPPIST-1e,19.0,False,False,8409.0,1,G,1373.0,P,0.0,0.0,0.0,0.0,0.0,Hoodgers,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,52.0,False,False,8410.0,1,F,1615.0,S,5.66988092298052,5.713732805509369,0.0,4.727387818712341,0.0,Guezaley,"(42.0, 79.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,15.0,False,True,8411.0,1,F,1726.0,P,0.0,8.051340933292979,0.0,0.0,0.0,Parsoney,"(-0.001, 17.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,24.0,False,False,8414.0,1,G,1374.0,P,0.0,5.147494476813453,6.3835066348840055,3.1354942159291497,0.0,Welltonces,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,45.0,False,True,8416.0,1,E,553.0,S,0.0,0.0,6.455198563340122,1.0986122886681098,0.0,Bakericks,"(42.0, 79.0]","(7500.0, 9280.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Europa,True,55 Cancri e,13.0,False,True,8418.0,2,B,330.0,S,0.0,0.0,0.0,0.0,0.0,Baleful,"(-0.001, 17.0]","(7500.0, 9280.0]","(1, 8]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,False,TRAPPIST-1e,18.0,False,False,8418.0,2,B,330.0,S,0.0,0.0,0.0,5.332718793265369,7.895436006942965,Baleful,"(17.0, 42.0]","(7500.0, 9280.0]","(1, 8]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,19.0,False,True,8419.0,2,F,1618.0,S,0.0,5.1298987149230735,6.1779441140506,0.0,0.0,Mosepherry,"(17.0, 42.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,20.0,False,True,8419.0,2,G,1349.0,S,0.0,0.0,0.0,0.0,0.0,Mosepherry,"(17.0, 42.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,20.0,False,False,8420.0,1,E,554.0,S,8.345455428161928,1.6094379124341003,0.0,4.07753744390572,0.0,Hayder,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,27.0,False,True,8421.0,1,F,1619.0,S,0.6931471805599453,3.4339872044851463,6.606650186198215,0.0,3.5263605246161616,Flemaney,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,22.0,False,False,8423.0,1,F,1620.0,S,0.0,0.0,1.9459101490553132,0.0,6.598509028614515,Bartez,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,True,PSO J318.5-22,17.0,False,False,8427.0,1,G,1376.0,P,0.0,0.0,0.0,0.0,0.0,Sosanturney,"(-0.001, 17.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,55 Cancri e,23.0,False,True,8429.0,1,G,1351.0,S,0.0,0.0,0.0,0.0,0.0,Donson,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,29.0,False,False,8430.0,1,F,1621.0,S,5.783825182329737,0.0,6.304448802421981,0.0,0.0,Carlsonney,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,55 Cancri e,24.0,False,True,8431.0,2,B,277.0,P,0.0,0.0,0.0,0.0,0.0,Myling,"(17.0, 42.0]","(7500.0, 9280.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,55 Cancri e,26.0,False,False,8431.0,2,B,277.0,P,0.6931471805599453,8.45126704130007,3.258096538021482,6.336825731146441,2.6390573296152584,Myling,"(17.0, 42.0]","(7500.0, 9280.0]","(1, 8]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Earth,True,TRAPPIST-1e,36.0,False,False,8432.0,1,G,1377.0,P,0.0,0.0,0.0,0.0,0.0,Currisones,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,25.0,False,True,8433.0,1,F,1729.0,P,5.834810737062605,6.411818267709897,1.0986122886681098,1.0986122886681098,2.833213344056216,Gilesonston,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,PSO J318.5-22,36.0,False,False,8437.0,1,G,1366.995653029173,S,3.970291913552122,0.0,4.890349128221754,5.814130531825066,5.176149732573829,Tersony,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Mars,False,TRAPPIST-1e,32.0,False,False,8438.0,1,F,1624.0,S,6.587550014824796,0.0,7.403670290012373,0.0,0.0,Prist,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,55 Cancri e,16.0,False,True,8441.0,1,G,1352.0,S,0.0,0.0,0.0,0.0,0.0,Loverceson,"(-0.001, 17.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,32.0,False,False,8442.0,1,E,540.0,P,6.754604099487962,5.0689042022202315,0.0,3.5263605246161616,0.0,Fatte,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,48.0,False,False,8444.0,1,F,1733.0,P,0.0,7.359467638255621,0.6931471805599453,0.0,1.0986122886681098,Monsoney,"(42.0, 79.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,25.0,False,False,8447.0,1,F,1734.0,P,0.6931471805599453,0.0,0.6931471805599453,2.70805020110221,7.307872780763706,Joyneidez,"(17.0, 42.0]","(7500.0, 9280.0]","(0, 1]","(1175.0, 1894.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Europa,True,55 Cancri e,46.0,False,True,8448.0,1,B,278.0,P,0.0,0.0,0.0,0.0,0.0,Haftical,"(42.0, 79.0]","(7500.0, 9280.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,False,55 Cancri e,32.0,False,False,8449.0,2,C,317.0,S,0.0,7.675546002537848,0.0,9.175334762777368,6.756932389247553,Purellliss,"(17.0, 42.0]","(7500.0, 9280.0]","(1, 8]","(300.0, 700.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Europa,False,TRAPPIST-1e,50.0,False,True,8449.0,2,C,317.0,S,0.0,8.029758520440822,0.0,3.8066624897703196,6.333279628139691,Purellliss,"(42.0, 79.0]","(7500.0, 9280.0]","(1, 8]","(300.0, 700.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Mars,False,55 Cancri e,31.0,False,False,8451.0,2,F,1625.0,S,7.599901959208498,0.0,0.0,0.0,0.0,Start,"(17.0, 42.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,True,TRAPPIST-1e,27.0,False,True,8451.0,2,F,1625.0,S,0.0,0.0,0.0,0.0,0.0,Start,"(17.0, 42.0]","(7500.0, 9280.0]","(1, 8]","(1175.0, 1894.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,False,55 Cancri e,52.0,True,False,8452.0,4,C,279.0,P,0.0,6.723832440821209,7.337587743538596,0.0,8.981430225767635,Voliat,"(42.0, 79.0]","(7500.0, 9280.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Europa,True,TRAPPIST-1e,34.0,False,True,8452.0,4,C,279.0,P,0.0,0.0,0.0,0.0,0.0,Voliat,"(17.0, 42.0]","(7500.0, 9280.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
